,word1,word2,similarity
766,Cyrus,امپراتوری ایران,2.13
767,Strauss,باغ سیب,0.25
768,Strasse,بزرگراه,3.25
769,Münzamt,موزه,1.29
770,Pathologie,خون‌شناسی,2.88
771,Statistik,تنیس,0.42
772,Milchshake,آبمیوه,2.88
773,Insel,نیروی دریایی,0.88
774,Ronaldo,یوتو,0.29
775,Fluss,جریان نقدی,0.38
776,Sprache,زبان مادری,3.29
777,Trainer,بازیکن,2.75
778,Bronchitis,استامینوفن,1.0
779,Packet,کامیون,0.45
780,Photoshop,پینت,3.17
781,Surfen,ورزش آبی,3.08
782,Delta,دریا,2.04
783,Theorie,المپیاد جهانی ریاضی,0.92
784,Hausaufgaben,انشا,2.29
785,Go,تخته نرد,2.88
786,Fenster,سقف,2.04
787,Umformung,ارتفاع,0.09
788,Nebenfigur,فیلم,1.88
789,Würde,نشان افتخار,1.04
790,Wassersport,موج‌سواری,3.08
791,Büro,کارمند,1.38
792,Blutkörperchen,روباه,0.17
793,Traum,آسمان,0.29
794,Karte,مربع,0.71
795,Siemens,قطار برقی,1.46
796,Wii,پلی‌استیشن,3.25
797,Problem,اختلال دوقطبی,1.96
798,Mutant,زیست‌جامعه‌شناسی,0.83
799,Monitor,نمایشگر,3.92
800,Galerie,وکیل,0.13
801,Pfefferminze,آدامس,1.54
802,Äquator,ال‌نینو,1.58
803,DeepMind,گوگل ديپ‌مایند,3.88
804,Südpol,رقص,0.0
805,Jo-Jo,اسباب‌بازی,2.79
806,Chor,خواننده,2.67
807,Spanisch,رطوبت,0.0
808,Unterrichtsstoff,امتحان,2.0
809,Keim,پاتوژن,3.83
810,Rennen,فیلسوف,0.0
811,Affe,کمپین,0.0
812,Diagramm,چارت,3.25
813,Symbol,نوشته رمزی,1.92
814,Touchscreen,هدوپ,0.75
815,Congress,پارلمان,3.33
816,Dollar,میلیونر,1.88
817,Sänger,گروه کر,2.67
818,Turnschuhe,مدال,0.83
819,Traurigkeit,خوشحالی,2.63
820,Lampe,جن,0.58
821,Regenschirm,کالیبر,0.0
822,Vorhang,کرکره,3.25
823,Popcorn,سینما,1.08
824,Sänger,کارمند,1.29
825,Tennis,آمار,0.42
826,Schüler,معلم,2.63
827,Skulptur,تندیس,3.79
828,Subway,ساندویچ,1.88
829,Stein,چوب,2.42
830,Kino,اپرا,2.79
831,Kabel,نمازخانه,0.0
832,Pampelmuse,مرکبات,3.0
833,Statue,مجسمه,3.79
834,Universität,پردیس دانشگاهی,2.88
835,Mathematiker-Brücke,سی‌وسه‌پل,2.92
836,Hautausschlag,درماتیت,3.63
837,Staatsanwalt,وکیل,3.29
838,Snowboard,اسکی,3.04
839,Strafgericht,عدالت,1.79
840,Wüste,تپه ماسه‌ای,2.0
841,Gewinner,قهرمان,3.04
842,Zimt,آب‌نبات,1.29
843,Muttersprache,زبان,3.29
844,Kinofilm,فیلم,3.54
845,Fussball,فوتبال آمریکایی,3.29
846,Regen,تگرگ,2.92
847,Schwert,تخت‌ پادشاهی,1.58
848,Webbrowser,موزیلا فایرفاکس,3.21
849,Phonologie,صفحه نمایش,0.04
850,Kartenspiel,فریزبی,2.33
851,Operation,جبر,2.0
852,Clinton,اوباما,3.17
853,Rahmen,اصابت,0.04
854,Freude,ناراحتی,2.63
855,Unterstützer,کریکت,0.92
856,Milliardär,بی‌خانمان,2.0
857,Tsunami,دریا,1.67
858,Feuchtigkeit,اسپانیایی,0.0
859,HSBC,بریتانیا,1.04
860,Sonne,کابل,0.0
861,Microsoft,سلسیوس,0.04
862,Gemütsart,بازی‌های المپیک,0.04
863,Schloss,کلید,2.13
864,Algebra,عمل,2.0
865,Unfall,کتاب,0.04
866,Hämatologie,آسیب‌شناسی,2.88
867,Geld,پول نقد,3.65
868,Gedicht,وزن,2.08
869,KFC,مک‌دونالد,3.04
870,Forelle,گیتار,0.0
871,Club,علامت,0.46
872,Mode,سبک,2.67
873,Kathedrale,کلیسا,3.25
874,Attacke,جرم,1.71
875,Zivilisation,سبک زندگی,1.71
876,Zauberer,کابل,0.0
877,Mozilla Firefox,مرورگر وب,3.21
878,Harmonie,پیانو,1.25
879,Kino,ذرت‌ بو داده,1.08
880,Waffe,کلاه‌ ایمنی,2.13
881,Galaxie,منجم,1.67
882,Faden,نخ,3.13
883,Geldwäsche,ین,1.13
884,Flaggenkunde,پرچم,2.17
885,Werkzeug,شغل,1.08
886,Schönheit,غزل,1.25
887,Maschine,رایانه,2.5
