,word1,word2,similarity
840,Honig,lechería,0.71
841,Mais,maíz,2.96
842,Kapelle,cable,0.0
843,Muslime,obispo,0.88
844,Frühstück,helado,0.88
845,Küste,cañonero,0.92
846,Congress,parlamento,3.54
847,Waffe,casco,1.79
848,Nummer,dígito,3.92
849,Dingle,Dell,0.04
850,Höhe,conversión,0.17
851,Polizist,político,2.38
852,Theorie,hipótesis,3.42
853,Pfizer,medicamento,2.21
854,Notizen,tarea,1.92
855,Fenster,techo,1.75
856,Dampf,cero absoluto,0.88
857,Korn,molino,1.33
858,Mathematiker,espectáculo,0.0
859,Bauchspeicheldrüsenkrebs,quimioterapia,1.71
860,Walhai,langosta,2.29
861,Entfernung,perspectiva,1.67
862,Leiterspiel,juego de la soga,1.79
863,Meister,ganador,3.29
864,Outlander,extraterrestre,2.42
865,Theater,película,1.88
866,Galerie,abogado,0.13
867,Fest,máscara,0.83
868,Wolkenkratzer,palacio,2.46
869,Rennen,filósofo,0.25
870,Decke,madera,0.25
871,Affe,campaña,0.0
872,Campus,universidad,2.67
873,Unfall,libro,0.04
874,Bolzano,teorema,1.5
875,Saft,batido,2.92
876,WiFi,WikiLeaks,0.25
877,Flüssigkeit,boquilla,1.04
878,Pathologie,hematología,2.67
879,Prophet,sacerdote,1.88
880,Yahoo,Gmail,2.75
881,Sprache,lengua materna,3.33
882,Handwerk,tradición,1.63
883,Ampulle,ilustración,0.0
884,Kinofilm,largometraje,3.71
885,Poster,papel,2.5
886,Lebensqualitàt,renta,1.75
887,Hausaufgaben,redacción,2.17
888,Baumwolle,jersey,1.75
889,Galaxie,aplicación,0.0
890,absoluter Nullpunkt,vapor,0.88
891,Wachstum,fertilizante,1.46
892,Apple,iPhone,2.54
893,Ministerium,sultán,0.58
894,Ferien,calendario,1.71
895,Graslandschaft,prado,3.25
896,König,gobernante,3.42
897,Zimt,caramelo,1.29
898,Rose,mariposa,1.04
899,Legierung,acero,3.04
900,Strategiespiel,estrategia,2.04
901,ISIS,islamofobia,1.58
902,U2,Ronaldo,0.17
903,Millionär,dólar,1.71
904,UNICEF,raíz,0.04
905,Guardian,Times,3.17
906,Beethoven,Segunda Guerra Mundial,0.17
907,Bankkredit,deuda,2.42
908,Schnäppchen,centavo,0.83
909,Pestizid,peste,0.79
910,Batterie,IA,0.04
911,Münze,pago,1.75
912,Erde,meteorito,1.79
913,Dünger,crecimiento,1.46
914,Ladegerät,disco,0.13
915,Canon,Fox Terrier,0.0
916,Hämatologie,patología,2.67
917,Kampagne,mono,0.0
918,Kartenspiel,frisbee,1.79
919,Post,velocidad,0.17
920,Steuer,Brexit,0.88
921,Dickens,Shakespeare,2.88
922,Multiple Sklerose,EM,4.0
923,Bus,centro,0.75
924,Linse,Woody Allen,0.38
925,Schwert,medio ambiente,0.0
926,Alphabet,bolígrafo,0.63
927,Tram,tren,3.17
928,Wind,borrasca,3.08
929,Zweiter Weltkrieg,Beethoven,0.17
930,Museum,ceca,1.33
931,Nike,Adidas,3.08
932,Deutsch,latín,2.71
933,Insel,marina,1.0
934,Eidechse,serpiente,2.67
935,PDF,JPEG,2.67
936,Biotop,biología,1.54
937,Blut,cuerpo,1.46
938,DeepMind,Google DeepMind,3.79
939,Punktezahl,nivel,2.46
940,Meer,maremoto,1.44
941,Normalabweichung,acumulación,0.96
942,Beamte,diputado,2.5
943,Spielzeug,yoyó,2.71
944,Autor,regalo,0.17
945,internationale Mathematik Olympiade,teoría,0.75
946,Natriumchlorid,sal,3.96
947,Uhr,falda,0.21
948,Vereinigung,partido político,2.46
949,Historiker,historiógrafo,3.79
950,Roboterauto,coche autónomo,3.96
951,Körper,sangre,1.46
952,Griff,proteína,0.0
953,Chemotherapie,cáncer de páncreas,1.71
954,Abgeordneter,oficial,2.5
955,Kleid,baile,0.92
