,type,word1,word2,word3,target
5854,currency,USA,dollar,Korea,won
5855,currency,USA,dollar,Latvia,lats
5856,currency,USA,dollar,Lithuania,litas
5857,currency,USA,dollar,Macedonia,denar
5858,currency,USA,dollar,Malaysia,ringgit
5859,currency,USA,dollar,Mexico,peso
5860,currency,USA,dollar,Nigeria,naira
5861,currency,USA,dollar,Poland,zloty
5862,currency,USA,dollar,Romania,leu
5863,currency,USA,dollar,Russia,ruble
5864,currency,USA,dollar,Sweden,krona
5865,currency,USA,dollar,Thailand,baht
5866,currency,USA,dollar,Ukraine,hryvnia
5867,currency,Vietnam,dong,Algeria,dinar
5868,currency,Vietnam,dong,Angola,kwanza
5869,currency,Vietnam,dong,Argentina,peso
5870,currency,Vietnam,dong,Armenia,dram
5871,currency,Vietnam,dong,Brazil,real
5872,currency,Vietnam,dong,Bulgaria,lev
5873,currency,Vietnam,dong,Cambodia,riel
5874,currency,Vietnam,dong,Canada,dollar
5875,currency,Vietnam,dong,Croatia,kuna
5876,currency,Vietnam,dong,Denmark,krone
5877,currency,Vietnam,dong,Europe,euro
5878,currency,Vietnam,dong,Hungary,forint
5879,currency,Vietnam,dong,India,rupee
5880,currency,Vietnam,dong,Iran,rial
5881,currency,Vietnam,dong,Japan,yen
5882,currency,Vietnam,dong,Korea,won
5883,currency,Vietnam,dong,Latvia,lats
5884,currency,Vietnam,dong,Lithuania,litas
5885,currency,Vietnam,dong,Macedonia,denar
5886,currency,Vietnam,dong,Malaysia,ringgit
5887,currency,Vietnam,dong,Mexico,peso
5888,currency,Vietnam,dong,Nigeria,naira
5889,currency,Vietnam,dong,Poland,zloty
5890,currency,Vietnam,dong,Romania,leu
5891,currency,Vietnam,dong,Russia,ruble
5892,currency,Vietnam,dong,Sweden,krona
5893,currency,Vietnam,dong,Thailand,baht
5894,currency,Vietnam,dong,Ukraine,hryvnia
5895,currency,Vietnam,dong,USA,dollar
5896,city-in-state,Chicago,Illinois,Houston,Texas
5897,city-in-state,Chicago,Illinois,Philadelphia,Pennsylvania
5898,city-in-state,Chicago,Illinois,Phoenix,Arizona
5899,city-in-state,Chicago,Illinois,Dallas,Texas
5900,city-in-state,Chicago,Illinois,Jacksonville,Florida
5901,city-in-state,Chicago,Illinois,Indianapolis,Indiana
5902,city-in-state,Chicago,Illinois,Austin,Texas
5903,city-in-state,Chicago,Illinois,Detroit,Michigan
5904,city-in-state,Chicago,Illinois,Memphis,Tennessee
5905,city-in-state,Chicago,Illinois,Boston,Massachusetts
5906,city-in-state,Chicago,Illinois,Seattle,Washington
5907,city-in-state,Chicago,Illinois,Denver,Colorado
5908,city-in-state,Chicago,Illinois,Baltimore,Maryland
5909,city-in-state,Chicago,Illinois,Nashville,Tennessee
5910,city-in-state,Chicago,Illinois,Louisville,Kentucky
5911,city-in-state,Chicago,Illinois,Milwaukee,Wisconsin
5912,city-in-state,Chicago,Illinois,Portland,Oregon
5913,city-in-state,Chicago,Illinois,Tucson,Arizona
5914,city-in-state,Chicago,Illinois,Fresno,California
5915,city-in-state,Chicago,Illinois,Sacramento,California
5916,city-in-state,Chicago,Illinois,Mesa,Arizona
5917,city-in-state,Chicago,Illinois,Atlanta,Georgia
5918,city-in-state,Chicago,Illinois,Omaha,Nebraska
5919,city-in-state,Chicago,Illinois,Miami,Florida
5920,city-in-state,Chicago,Illinois,Tulsa,Oklahoma
5921,city-in-state,Chicago,Illinois,Oakland,California
5922,city-in-state,Chicago,Illinois,Cleveland,Ohio
5923,city-in-state,Chicago,Illinois,Minneapolis,Minnesota
5924,city-in-state,Chicago,Illinois,Wichita,Kansas
5925,city-in-state,Chicago,Illinois,Arlington,Texas
5926,city-in-state,Chicago,Illinois,Bakersfield,California
5927,city-in-state,Chicago,Illinois,Tampa,Florida
5928,city-in-state,Chicago,Illinois,Anaheim,California
5929,city-in-state,Chicago,Illinois,Honolulu,Hawaii
5930,city-in-state,Chicago,Illinois,Pittsburgh,Pennsylvania
5931,city-in-state,Chicago,Illinois,Lexington,Kentucky
5932,city-in-state,Chicago,Illinois,Stockton,California
5933,city-in-state,Chicago,Illinois,Cincinnati,Ohio
5934,city-in-state,Chicago,Illinois,Anchorage,Alaska
5935,city-in-state,Houston,Texas,Philadelphia,Pennsylvania
5936,city-in-state,Houston,Texas,Phoenix,Arizona
5937,city-in-state,Houston,Texas,Jacksonville,Florida
5938,city-in-state,Houston,Texas,Indianapolis,Indiana
5939,city-in-state,Houston,Texas,Detroit,Michigan
5940,city-in-state,Houston,Texas,Memphis,Tennessee
5941,city-in-state,Houston,Texas,Boston,Massachusetts
5942,city-in-state,Houston,Texas,Seattle,Washington
5943,city-in-state,Houston,Texas,Denver,Colorado
5944,city-in-state,Houston,Texas,Baltimore,Maryland
5945,city-in-state,Houston,Texas,Nashville,Tennessee
5946,city-in-state,Houston,Texas,Louisville,Kentucky
5947,city-in-state,Houston,Texas,Milwaukee,Wisconsin
5948,city-in-state,Houston,Texas,Portland,Oregon
5949,city-in-state,Houston,Texas,Tucson,Arizona
5950,city-in-state,Houston,Texas,Fresno,California
5951,city-in-state,Houston,Texas,Sacramento,California
5952,city-in-state,Houston,Texas,Mesa,Arizona
5953,city-in-state,Houston,Texas,Atlanta,Georgia
5954,city-in-state,Houston,Texas,Omaha,Nebraska
5955,city-in-state,Houston,Texas,Miami,Florida
5956,city-in-state,Houston,Texas,Tulsa,Oklahoma
5957,city-in-state,Houston,Texas,Oakland,California
5958,city-in-state,Houston,Texas,Cleveland,Ohio
5959,city-in-state,Houston,Texas,Minneapolis,Minnesota
5960,city-in-state,Houston,Texas,Wichita,Kansas
5961,city-in-state,Houston,Texas,Bakersfield,California
5962,city-in-state,Houston,Texas,Tampa,Florida
5963,city-in-state,Houston,Texas,Anaheim,California
5964,city-in-state,Houston,Texas,Honolulu,Hawaii
5965,city-in-state,Houston,Texas,Pittsburgh,Pennsylvania
5966,city-in-state,Houston,Texas,Lexington,Kentucky
5967,city-in-state,Houston,Texas,Stockton,California
5968,city-in-state,Houston,Texas,Cincinnati,Ohio
5969,city-in-state,Houston,Texas,Anchorage,Alaska
5970,city-in-state,Houston,Texas,Toledo,Ohio
5971,city-in-state,Philadelphia,Pennsylvania,Phoenix,Arizona
5972,city-in-state,Philadelphia,Pennsylvania,Dallas,Texas
5973,city-in-state,Philadelphia,Pennsylvania,Jacksonville,Florida
5974,city-in-state,Philadelphia,Pennsylvania,Indianapolis,Indiana
5975,city-in-state,Philadelphia,Pennsylvania,Austin,Texas
5976,city-in-state,Philadelphia,Pennsylvania,Detroit,Michigan
5977,city-in-state,Philadelphia,Pennsylvania,Memphis,Tennessee
5978,city-in-state,Philadelphia,Pennsylvania,Boston,Massachusetts
5979,city-in-state,Philadelphia,Pennsylvania,Seattle,Washington
5980,city-in-state,Philadelphia,Pennsylvania,Denver,Colorado
5981,city-in-state,Philadelphia,Pennsylvania,Baltimore,Maryland
5982,city-in-state,Philadelphia,Pennsylvania,Nashville,Tennessee
5983,city-in-state,Philadelphia,Pennsylvania,Louisville,Kentucky
5984,city-in-state,Philadelphia,Pennsylvania,Milwaukee,Wisconsin
5985,city-in-state,Philadelphia,Pennsylvania,Portland,Oregon
5986,city-in-state,Philadelphia,Pennsylvania,Tucson,Arizona
5987,city-in-state,Philadelphia,Pennsylvania,Fresno,California
5988,city-in-state,Philadelphia,Pennsylvania,Sacramento,California
5989,city-in-state,Philadelphia,Pennsylvania,Mesa,Arizona
5990,city-in-state,Philadelphia,Pennsylvania,Atlanta,Georgia
5991,city-in-state,Philadelphia,Pennsylvania,Omaha,Nebraska
5992,city-in-state,Philadelphia,Pennsylvania,Miami,Florida
5993,city-in-state,Philadelphia,Pennsylvania,Tulsa,Oklahoma
5994,city-in-state,Philadelphia,Pennsylvania,Oakland,California
5995,city-in-state,Philadelphia,Pennsylvania,Cleveland,Ohio
5996,city-in-state,Philadelphia,Pennsylvania,Minneapolis,Minnesota
5997,city-in-state,Philadelphia,Pennsylvania,Wichita,Kansas
5998,city-in-state,Philadelphia,Pennsylvania,Arlington,Texas
5999,city-in-state,Philadelphia,Pennsylvania,Bakersfield,California
6000,city-in-state,Philadelphia,Pennsylvania,Tampa,Florida
6001,city-in-state,Philadelphia,Pennsylvania,Anaheim,California
6002,city-in-state,Philadelphia,Pennsylvania,Honolulu,Hawaii
6003,city-in-state,Philadelphia,Pennsylvania,Lexington,Kentucky
6004,city-in-state,Philadelphia,Pennsylvania,Stockton,California
6005,city-in-state,Philadelphia,Pennsylvania,Cincinnati,Ohio
6006,city-in-state,Philadelphia,Pennsylvania,Anchorage,Alaska
6007,city-in-state,Philadelphia,Pennsylvania,Toledo,Ohio
6008,city-in-state,Philadelphia,Pennsylvania,Plano,Texas
6009,city-in-state,Phoenix,Arizona,Dallas,Texas
6010,city-in-state,Phoenix,Arizona,Jacksonville,Florida
6011,city-in-state,Phoenix,Arizona,Indianapolis,Indiana
6012,city-in-state,Phoenix,Arizona,Austin,Texas
6013,city-in-state,Phoenix,Arizona,Detroit,Michigan
6014,city-in-state,Phoenix,Arizona,Memphis,Tennessee
6015,city-in-state,Phoenix,Arizona,Boston,Massachusetts
6016,city-in-state,Phoenix,Arizona,Seattle,Washington
6017,city-in-state,Phoenix,Arizona,Denver,Colorado
6018,city-in-state,Phoenix,Arizona,Baltimore,Maryland
6019,city-in-state,Phoenix,Arizona,Nashville,Tennessee
6020,city-in-state,Phoenix,Arizona,Louisville,Kentucky
6021,city-in-state,Phoenix,Arizona,Milwaukee,Wisconsin
6022,city-in-state,Phoenix,Arizona,Portland,Oregon
6023,city-in-state,Phoenix,Arizona,Fresno,California
6024,city-in-state,Phoenix,Arizona,Sacramento,California
6025,city-in-state,Phoenix,Arizona,Atlanta,Georgia
6026,city-in-state,Phoenix,Arizona,Omaha,Nebraska
6027,city-in-state,Phoenix,Arizona,Miami,Florida
6028,city-in-state,Phoenix,Arizona,Tulsa,Oklahoma
6029,city-in-state,Phoenix,Arizona,Oakland,California
6030,city-in-state,Phoenix,Arizona,Cleveland,Ohio
6031,city-in-state,Phoenix,Arizona,Minneapolis,Minnesota
6032,city-in-state,Phoenix,Arizona,Wichita,Kansas
6033,city-in-state,Phoenix,Arizona,Arlington,Texas
6034,city-in-state,Phoenix,Arizona,Bakersfield,California
6035,city-in-state,Phoenix,Arizona,Tampa,Florida
6036,city-in-state,Phoenix,Arizona,Anaheim,California
6037,city-in-state,Phoenix,Arizona,Honolulu,Hawaii
6038,city-in-state,Phoenix,Arizona,Pittsburgh,Pennsylvania
6039,city-in-state,Phoenix,Arizona,Lexington,Kentucky
6040,city-in-state,Phoenix,Arizona,Stockton,California
6041,city-in-state,Phoenix,Arizona,Cincinnati,Ohio
6042,city-in-state,Phoenix,Arizona,Anchorage,Alaska
6043,city-in-state,Phoenix,Arizona,Toledo,Ohio
6044,city-in-state,Phoenix,Arizona,Plano,Texas
6045,city-in-state,Phoenix,Arizona,Henderson,Nevada
6046,city-in-state,Dallas,Texas,Jacksonville,Florida
6047,city-in-state,Dallas,Texas,Indianapolis,Indiana
6048,city-in-state,Dallas,Texas,Detroit,Michigan
6049,city-in-state,Dallas,Texas,Memphis,Tennessee
6050,city-in-state,Dallas,Texas,Boston,Massachusetts
6051,city-in-state,Dallas,Texas,Seattle,Washington
6052,city-in-state,Dallas,Texas,Denver,Colorado
6053,city-in-state,Dallas,Texas,Baltimore,Maryland
6054,city-in-state,Dallas,Texas,Nashville,Tennessee
6055,city-in-state,Dallas,Texas,Louisville,Kentucky
6056,city-in-state,Dallas,Texas,Milwaukee,Wisconsin
6057,city-in-state,Dallas,Texas,Portland,Oregon
6058,city-in-state,Dallas,Texas,Tucson,Arizona
6059,city-in-state,Dallas,Texas,Fresno,California
6060,city-in-state,Dallas,Texas,Sacramento,California
6061,city-in-state,Dallas,Texas,Mesa,Arizona
6062,city-in-state,Dallas,Texas,Atlanta,Georgia
6063,city-in-state,Dallas,Texas,Omaha,Nebraska
6064,city-in-state,Dallas,Texas,Miami,Florida
6065,city-in-state,Dallas,Texas,Tulsa,Oklahoma
6066,city-in-state,Dallas,Texas,Oakland,California
6067,city-in-state,Dallas,Texas,Cleveland,Ohio
6068,city-in-state,Dallas,Texas,Minneapolis,Minnesota
6069,city-in-state,Dallas,Texas,Wichita,Kansas
6070,city-in-state,Dallas,Texas,Bakersfield,California
6071,city-in-state,Dallas,Texas,Tampa,Florida
6072,city-in-state,Dallas,Texas,Anaheim,California
6073,city-in-state,Dallas,Texas,Honolulu,Hawaii
6074,city-in-state,Dallas,Texas,Pittsburgh,Pennsylvania
6075,city-in-state,Dallas,Texas,Lexington,Kentucky
6076,city-in-state,Dallas,Texas,Stockton,California
6077,city-in-state,Dallas,Texas,Cincinnati,Ohio
6078,city-in-state,Dallas,Texas,Anchorage,Alaska
6079,city-in-state,Dallas,Texas,Toledo,Ohio
6080,city-in-state,Dallas,Texas,Henderson,Nevada
6081,city-in-state,Dallas,Texas,Orlando,Florida
6082,city-in-state,Jacksonville,Florida,Indianapolis,Indiana
6083,city-in-state,Jacksonville,Florida,Austin,Texas
6084,city-in-state,Jacksonville,Florida,Detroit,Michigan
6085,city-in-state,Jacksonville,Florida,Memphis,Tennessee
6086,city-in-state,Jacksonville,Florida,Boston,Massachusetts
6087,city-in-state,Jacksonville,Florida,Seattle,Washington
6088,city-in-state,Jacksonville,Florida,Denver,Colorado
6089,city-in-state,Jacksonville,Florida,Baltimore,Maryland
6090,city-in-state,Jacksonville,Florida,Nashville,Tennessee
6091,city-in-state,Jacksonville,Florida,Louisville,Kentucky
6092,city-in-state,Jacksonville,Florida,Milwaukee,Wisconsin
6093,city-in-state,Jacksonville,Florida,Portland,Oregon
6094,city-in-state,Jacksonville,Florida,Tucson,Arizona
6095,city-in-state,Jacksonville,Florida,Fresno,California
6096,city-in-state,Jacksonville,Florida,Sacramento,California
6097,city-in-state,Jacksonville,Florida,Mesa,Arizona
6098,city-in-state,Jacksonville,Florida,Atlanta,Georgia
6099,city-in-state,Jacksonville,Florida,Omaha,Nebraska
6100,city-in-state,Jacksonville,Florida,Tulsa,Oklahoma
6101,city-in-state,Jacksonville,Florida,Oakland,California
6102,city-in-state,Jacksonville,Florida,Cleveland,Ohio
6103,city-in-state,Jacksonville,Florida,Minneapolis,Minnesota
6104,city-in-state,Jacksonville,Florida,Wichita,Kansas
6105,city-in-state,Jacksonville,Florida,Arlington,Texas
6106,city-in-state,Jacksonville,Florida,Bakersfield,California
6107,city-in-state,Jacksonville,Florida,Anaheim,California
6108,city-in-state,Jacksonville,Florida,Honolulu,Hawaii
6109,city-in-state,Jacksonville,Florida,Pittsburgh,Pennsylvania
6110,city-in-state,Jacksonville,Florida,Lexington,Kentucky
6111,city-in-state,Jacksonville,Florida,Stockton,California
6112,city-in-state,Jacksonville,Florida,Cincinnati,Ohio
6113,city-in-state,Jacksonville,Florida,Anchorage,Alaska
6114,city-in-state,Jacksonville,Florida,Toledo,Ohio
6115,city-in-state,Jacksonville,Florida,Plano,Texas
6116,city-in-state,Jacksonville,Florida,Henderson,Nevada
6117,city-in-state,Jacksonville,Florida,Laredo,Texas
6118,city-in-state,Indianapolis,Indiana,Austin,Texas
6119,city-in-state,Indianapolis,Indiana,Detroit,Michigan
6120,city-in-state,Indianapolis,Indiana,Memphis,Tennessee
6121,city-in-state,Indianapolis,Indiana,Boston,Massachusetts
6122,city-in-state,Indianapolis,Indiana,Seattle,Washington
6123,city-in-state,Indianapolis,Indiana,Denver,Colorado
6124,city-in-state,Indianapolis,Indiana,Baltimore,Maryland
6125,city-in-state,Indianapolis,Indiana,Nashville,Tennessee
6126,city-in-state,Indianapolis,Indiana,Louisville,Kentucky
6127,city-in-state,Indianapolis,Indiana,Milwaukee,Wisconsin
6128,city-in-state,Indianapolis,Indiana,Portland,Oregon
6129,city-in-state,Indianapolis,Indiana,Tucson,Arizona
6130,city-in-state,Indianapolis,Indiana,Fresno,California
6131,city-in-state,Indianapolis,Indiana,Sacramento,California
6132,city-in-state,Indianapolis,Indiana,Mesa,Arizona
6133,city-in-state,Indianapolis,Indiana,Atlanta,Georgia
6134,city-in-state,Indianapolis,Indiana,Omaha,Nebraska
6135,city-in-state,Indianapolis,Indiana,Miami,Florida
6136,city-in-state,Indianapolis,Indiana,Tulsa,Oklahoma
6137,city-in-state,Indianapolis,Indiana,Oakland,California
6138,city-in-state,Indianapolis,Indiana,Cleveland,Ohio
6139,city-in-state,Indianapolis,Indiana,Minneapolis,Minnesota
6140,city-in-state,Indianapolis,Indiana,Wichita,Kansas
6141,city-in-state,Indianapolis,Indiana,Arlington,Texas
6142,city-in-state,Indianapolis,Indiana,Bakersfield,California
6143,city-in-state,Indianapolis,Indiana,Tampa,Florida
6144,city-in-state,Indianapolis,Indiana,Anaheim,California
6145,city-in-state,Indianapolis,Indiana,Honolulu,Hawaii
6146,city-in-state,Indianapolis,Indiana,Pittsburgh,Pennsylvania
6147,city-in-state,Indianapolis,Indiana,Lexington,Kentucky
6148,city-in-state,Indianapolis,Indiana,Stockton,California
6149,city-in-state,Indianapolis,Indiana,Cincinnati,Ohio
6150,city-in-state,Indianapolis,Indiana,Anchorage,Alaska
6151,city-in-state,Indianapolis,Indiana,Toledo,Ohio
6152,city-in-state,Indianapolis,Indiana,Plano,Texas
6153,city-in-state,Indianapolis,Indiana,Henderson,Nevada
6154,city-in-state,Indianapolis,Indiana,Orlando,Florida
6155,city-in-state,Indianapolis,Indiana,Laredo,Texas
6156,city-in-state,Indianapolis,Indiana,Chandler,Arizona
6157,city-in-state,Austin,Texas,Detroit,Michigan
6158,city-in-state,Austin,Texas,Memphis,Tennessee
6159,city-in-state,Austin,Texas,Boston,Massachusetts
6160,city-in-state,Austin,Texas,Seattle,Washington
6161,city-in-state,Austin,Texas,Denver,Colorado
6162,city-in-state,Austin,Texas,Baltimore,Maryland
6163,city-in-state,Austin,Texas,Nashville,Tennessee
6164,city-in-state,Austin,Texas,Louisville,Kentucky
6165,city-in-state,Austin,Texas,Milwaukee,Wisconsin
6166,city-in-state,Austin,Texas,Portland,Oregon
6167,city-in-state,Austin,Texas,Tucson,Arizona
6168,city-in-state,Austin,Texas,Fresno,California
6169,city-in-state,Austin,Texas,Sacramento,California
6170,city-in-state,Austin,Texas,Mesa,Arizona
6171,city-in-state,Austin,Texas,Atlanta,Georgia
6172,city-in-state,Austin,Texas,Omaha,Nebraska
6173,city-in-state,Austin,Texas,Miami,Florida
6174,city-in-state,Austin,Texas,Tulsa,Oklahoma
6175,city-in-state,Austin,Texas,Oakland,California
6176,city-in-state,Austin,Texas,Cleveland,Ohio
6177,city-in-state,Austin,Texas,Minneapolis,Minnesota
6178,city-in-state,Austin,Texas,Wichita,Kansas
6179,city-in-state,Austin,Texas,Bakersfield,California
6180,city-in-state,Austin,Texas,Tampa,Florida
6181,city-in-state,Austin,Texas,Anaheim,California
6182,city-in-state,Austin,Texas,Honolulu,Hawaii
6183,city-in-state,Austin,Texas,Pittsburgh,Pennsylvania
6184,city-in-state,Austin,Texas,Lexington,Kentucky
6185,city-in-state,Austin,Texas,Stockton,California
6186,city-in-state,Austin,Texas,Cincinnati,Ohio
6187,city-in-state,Austin,Texas,Anchorage,Alaska
6188,city-in-state,Austin,Texas,Toledo,Ohio
6189,city-in-state,Austin,Texas,Henderson,Nevada
6190,city-in-state,Austin,Texas,Orlando,Florida
6191,city-in-state,Austin,Texas,Chandler,Arizona
6192,city-in-state,Austin,Texas,Madison,Wisconsin
6193,city-in-state,Detroit,Michigan,Memphis,Tennessee
6194,city-in-state,Detroit,Michigan,Boston,Massachusetts
6195,city-in-state,Detroit,Michigan,Seattle,Washington
6196,city-in-state,Detroit,Michigan,Denver,Colorado
6197,city-in-state,Detroit,Michigan,Baltimore,Maryland
6198,city-in-state,Detroit,Michigan,Nashville,Tennessee
6199,city-in-state,Detroit,Michigan,Louisville,Kentucky
6200,city-in-state,Detroit,Michigan,Milwaukee,Wisconsin
6201,city-in-state,Detroit,Michigan,Portland,Oregon
6202,city-in-state,Detroit,Michigan,Tucson,Arizona
6203,city-in-state,Detroit,Michigan,Fresno,California
6204,city-in-state,Detroit,Michigan,Sacramento,California
6205,city-in-state,Detroit,Michigan,Mesa,Arizona
6206,city-in-state,Detroit,Michigan,Atlanta,Georgia
6207,city-in-state,Detroit,Michigan,Omaha,Nebraska
6208,city-in-state,Detroit,Michigan,Miami,Florida
6209,city-in-state,Detroit,Michigan,Tulsa,Oklahoma
6210,city-in-state,Detroit,Michigan,Oakland,California
6211,city-in-state,Detroit,Michigan,Cleveland,Ohio
6212,city-in-state,Detroit,Michigan,Minneapolis,Minnesota
6213,city-in-state,Detroit,Michigan,Wichita,Kansas
6214,city-in-state,Detroit,Michigan,Arlington,Texas
6215,city-in-state,Detroit,Michigan,Bakersfield,California
6216,city-in-state,Detroit,Michigan,Tampa,Florida
6217,city-in-state,Detroit,Michigan,Anaheim,California
6218,city-in-state,Detroit,Michigan,Honolulu,Hawaii
6219,city-in-state,Detroit,Michigan,Pittsburgh,Pennsylvania
6220,city-in-state,Detroit,Michigan,Lexington,Kentucky
6221,city-in-state,Detroit,Michigan,Stockton,California
6222,city-in-state,Detroit,Michigan,Cincinnati,Ohio
6223,city-in-state,Detroit,Michigan,Anchorage,Alaska
6224,city-in-state,Detroit,Michigan,Toledo,Ohio
6225,city-in-state,Detroit,Michigan,Plano,Texas
6226,city-in-state,Detroit,Michigan,Henderson,Nevada
6227,city-in-state,Detroit,Michigan,Orlando,Florida
6228,city-in-state,Detroit,Michigan,Laredo,Texas
6229,city-in-state,Detroit,Michigan,Chandler,Arizona
6230,city-in-state,Detroit,Michigan,Madison,Wisconsin
6231,city-in-state,Detroit,Michigan,Lubbock,Texas
6232,city-in-state,Memphis,Tennessee,Boston,Massachusetts
6233,city-in-state,Memphis,Tennessee,Seattle,Washington
6234,city-in-state,Memphis,Tennessee,Denver,Colorado
6235,city-in-state,Memphis,Tennessee,Baltimore,Maryland
6236,city-in-state,Memphis,Tennessee,Louisville,Kentucky
6237,city-in-state,Memphis,Tennessee,Milwaukee,Wisconsin
6238,city-in-state,Memphis,Tennessee,Portland,Oregon
6239,city-in-state,Memphis,Tennessee,Tucson,Arizona
6240,city-in-state,Memphis,Tennessee,Fresno,California
6241,city-in-state,Memphis,Tennessee,Sacramento,California
6242,city-in-state,Memphis,Tennessee,Mesa,Arizona
6243,city-in-state,Memphis,Tennessee,Atlanta,Georgia
6244,city-in-state,Memphis,Tennessee,Omaha,Nebraska
6245,city-in-state,Memphis,Tennessee,Miami,Florida
6246,city-in-state,Memphis,Tennessee,Tulsa,Oklahoma
6247,city-in-state,Memphis,Tennessee,Oakland,California
6248,city-in-state,Memphis,Tennessee,Cleveland,Ohio
6249,city-in-state,Memphis,Tennessee,Minneapolis,Minnesota
6250,city-in-state,Memphis,Tennessee,Wichita,Kansas
6251,city-in-state,Memphis,Tennessee,Arlington,Texas
6252,city-in-state,Memphis,Tennessee,Bakersfield,California
6253,city-in-state,Memphis,Tennessee,Tampa,Florida
6254,city-in-state,Memphis,Tennessee,Anaheim,California
6255,city-in-state,Memphis,Tennessee,Honolulu,Hawaii
6256,city-in-state,Memphis,Tennessee,Pittsburgh,Pennsylvania
6257,city-in-state,Memphis,Tennessee,Lexington,Kentucky
6258,city-in-state,Memphis,Tennessee,Stockton,California
6259,city-in-state,Memphis,Tennessee,Cincinnati,Ohio
6260,city-in-state,Memphis,Tennessee,Anchorage,Alaska
6261,city-in-state,Memphis,Tennessee,Toledo,Ohio
6262,city-in-state,Memphis,Tennessee,Plano,Texas
6263,city-in-state,Memphis,Tennessee,Henderson,Nevada
6264,city-in-state,Memphis,Tennessee,Orlando,Florida
6265,city-in-state,Memphis,Tennessee,Laredo,Texas
6266,city-in-state,Memphis,Tennessee,Chandler,Arizona
6267,city-in-state,Memphis,Tennessee,Madison,Wisconsin
6268,city-in-state,Memphis,Tennessee,Lubbock,Texas
6269,city-in-state,Memphis,Tennessee,Garland,Texas
6270,city-in-state,Boston,Massachusetts,Seattle,Washington
6271,city-in-state,Boston,Massachusetts,Denver,Colorado
6272,city-in-state,Boston,Massachusetts,Baltimore,Maryland
6273,city-in-state,Boston,Massachusetts,Nashville,Tennessee
6274,city-in-state,Boston,Massachusetts,Louisville,Kentucky
6275,city-in-state,Boston,Massachusetts,Milwaukee,Wisconsin
6276,city-in-state,Boston,Massachusetts,Portland,Oregon
6277,city-in-state,Boston,Massachusetts,Tucson,Arizona
6278,city-in-state,Boston,Massachusetts,Fresno,California
6279,city-in-state,Boston,Massachusetts,Sacramento,California
6280,city-in-state,Boston,Massachusetts,Mesa,Arizona
6281,city-in-state,Boston,Massachusetts,Atlanta,Georgia
6282,city-in-state,Boston,Massachusetts,Omaha,Nebraska
6283,city-in-state,Boston,Massachusetts,Miami,Florida
6284,city-in-state,Boston,Massachusetts,Tulsa,Oklahoma
6285,city-in-state,Boston,Massachusetts,Oakland,California
6286,city-in-state,Boston,Massachusetts,Cleveland,Ohio
6287,city-in-state,Boston,Massachusetts,Minneapolis,Minnesota
6288,city-in-state,Boston,Massachusetts,Wichita,Kansas
6289,city-in-state,Boston,Massachusetts,Arlington,Texas
6290,city-in-state,Boston,Massachusetts,Bakersfield,California
6291,city-in-state,Boston,Massachusetts,Tampa,Florida
6292,city-in-state,Boston,Massachusetts,Anaheim,California
6293,city-in-state,Boston,Massachusetts,Honolulu,Hawaii
6294,city-in-state,Boston,Massachusetts,Pittsburgh,Pennsylvania
6295,city-in-state,Boston,Massachusetts,Lexington,Kentucky
6296,city-in-state,Boston,Massachusetts,Stockton,California
6297,city-in-state,Boston,Massachusetts,Cincinnati,Ohio
6298,city-in-state,Boston,Massachusetts,Anchorage,Alaska
6299,city-in-state,Boston,Massachusetts,Toledo,Ohio
6300,city-in-state,Boston,Massachusetts,Plano,Texas
6301,city-in-state,Boston,Massachusetts,Henderson,Nevada
6302,city-in-state,Boston,Massachusetts,Orlando,Florida
6303,city-in-state,Boston,Massachusetts,Laredo,Texas
6304,city-in-state,Boston,Massachusetts,Chandler,Arizona
6305,city-in-state,Boston,Massachusetts,Madison,Wisconsin
6306,city-in-state,Boston,Massachusetts,Lubbock,Texas
6307,city-in-state,Boston,Massachusetts,Garland,Texas
6308,city-in-state,Boston,Massachusetts,Glendale,Arizona
6309,city-in-state,Seattle,Washington,Denver,Colorado
6310,city-in-state,Seattle,Washington,Baltimore,Maryland
6311,city-in-state,Seattle,Washington,Nashville,Tennessee
6312,city-in-state,Seattle,Washington,Louisville,Kentucky
6313,city-in-state,Seattle,Washington,Milwaukee,Wisconsin
6314,city-in-state,Seattle,Washington,Portland,Oregon
6315,city-in-state,Seattle,Washington,Tucson,Arizona
6316,city-in-state,Seattle,Washington,Fresno,California
6317,city-in-state,Seattle,Washington,Sacramento,California
6318,city-in-state,Seattle,Washington,Mesa,Arizona
6319,city-in-state,Seattle,Washington,Atlanta,Georgia
6320,city-in-state,Seattle,Washington,Omaha,Nebraska
6321,city-in-state,Seattle,Washington,Miami,Florida
6322,city-in-state,Seattle,Washington,Tulsa,Oklahoma
6323,city-in-state,Seattle,Washington,Oakland,California
6324,city-in-state,Seattle,Washington,Cleveland,Ohio
6325,city-in-state,Seattle,Washington,Minneapolis,Minnesota
6326,city-in-state,Seattle,Washington,Wichita,Kansas
6327,city-in-state,Seattle,Washington,Arlington,Texas
6328,city-in-state,Seattle,Washington,Bakersfield,California
6329,city-in-state,Seattle,Washington,Tampa,Florida
6330,city-in-state,Seattle,Washington,Anaheim,California
6331,city-in-state,Seattle,Washington,Honolulu,Hawaii
6332,city-in-state,Seattle,Washington,Pittsburgh,Pennsylvania
6333,city-in-state,Seattle,Washington,Lexington,Kentucky
6334,city-in-state,Seattle,Washington,Stockton,California
