,word1,word2,similarity
819,congreso,پارلمان,3.54
820,mundo,آسیا,2.42
821,artesanía,سنت,1.71
822,estrella,سیارک,2.96
823,nieve,یخ,3.13
824,tormenta de nieve,باران,2.83
825,galaxia,اپ,0.0
826,DeepMind,گوگل ديپ‌مایند,3.92
827,bicicleta,ماشین,2.79
828,arena,پا,0.5
829,estambre,گرده‌افشانی,2.38
830,aleación,فولاد,3.13
831,Inglaterra,ملکه ویکتوریا,2.0
832,arroz jazmín,باسماتی,3.25
833,Olimpiada Internacional de Matemáticas,نظریه,0.83
834,altitud,تبدیل,0.25
835,ciclón,گردباد,3.33
836,noticia,سرمقاله,2.33
837,Serpientes y Escaleras,طناب‌کشی,2.08
838,cerradura,کلید,2.33
839,teorema,نظریه,2.67
840,alemán,لاتین,2.79
841,emblema,شیشه,0.09
842,coche,کامیون,3.04
843,Subway,ساندویچ,1.96
844,somatotropina,هورمون رشد,3.92
845,acero,آلیاژ,3.13
846,patriotismo,سرود ملی,2.0
847,largometraje,فیلم سینمایی,3.67
848,penicilina,الکساندرفلمینگ,2.29
849,pie,ماسه,0.5
850,dinero,پول نقد,3.52
851,César,قیصر,3.88
852,silla,تلسکوپ,0.21
853,Renaissance,عصر نوزایی,3.96
854,huerto,شترمرغ,0.38
855,matemático,نمایش,0.0
856,mallas,زارا,1.71
857,nube,دریاچه,0.96
858,Mathematical Bridge,سی‌وسه‌پل,3.04
859,jaque,شطرنج,2.08
860,paso de cebra,شخص,1.58
861,soldado,صلح,1.17
862,científico,گاوس,2.75
863,manantial,آب‌فشان,3.08
864,cadencia,نواخت,3.25
865,lluvia,رایانش ابری,0.17
866,astronave,ژول,0.25
867,granizo,باران,3.08
868,Clinton,اوباما,3.21
869,conductor,گوگل‌درایو,0.04
870,alfabeto,خودکار,0.83
871,clase obrera,کارخانه,1.79
872,calentamiento global,یخچال طبیعی,1.75
873,pago,سکه,2.04
874,mijo,ذرت,3.54
875,libertad,رهایی,3.92
876,precipitación,تغییر اقلیم,1.5
877,estrella,سیاره,3.04
878,Oriente Medio,فرات,1.88
879,elefante,دایناسور,2.33
880,cortina,کرکره,3.17
881,HSBC,بریتانیا,1.21
882,Microsoft,سلسیوس,0.04
883,trimestre,نیم‌سال تحصیلی,3.38
884,abogado,نمایشگاه,0.08
885,Mozilla Firefox,مرورگر وب,3.29
886,Aristóteles,افلاطون,3.29
887,manta,چوب,0.17
888,Legión de Honor,لوازم تحریر,0.0
889,KFC,مک‌دونالد,3.17
890,fluido,سرشلنگ,1.17
891,póster,کاغذ,2.54
892,actriz,بازیگر,3.75
893,cine,ذرت‌ بو داده,1.0
894,sal,سدیم کلرید,3.88
895,ecuador,ال‌نینو,1.5
896,joystick,رادار,0.46
897,multimillonario,بی‌خانمان,1.58
898,gusano,بدافزار,3.25
899,algodón,ژاکت,1.96
900,silla,چهارپایه,3.17
901,millonario,دلار,2.08
902,paraguas,کالیبر,0.0
903,polinización,پرچم,2.38
904,espada,تخت‌ پادشاهی,1.33
905,educación a distancia,اینترنت,1.5
906,sexismo,جنسیت‌زدگی,3.96
907,termodinámica,واکنش زنجیره‌ای,1.54
908,eczema,درماتیت,3.83
909,cubo,تاس,2.29
910,oro,روی,2.92
911,caja,منبع,0.29
912,policía,سیاستمدار,2.21
913,lápiz,داستان,0.63
